"Player","Team","Pos","Matchup","Carries","Rush YDs","Rush TDs","Targets","Receptions","Rec Yds","Rec TDs","Pass Attempts","Passing YDs","Passing TDs","Interceptions","Y/A","Sacks","Fumbles Lost","Team Total"
"LVR D/ST","LVR","D/ST","BYE","","","","","","","","","","","","","","",""
"MIA D/ST","MIA","D/ST","BYE","","","","","","","","","","","","","","",""
"MIN D/ST","MIN","D/ST","BYE","","","","","","","","","","","","","","",""
"NE D/ST","NE","D/ST","BYE","","","","","","","","","","","","","","",""
"NO D/ST","NO","D/ST","BYE","","","","","","","","","","","","","","",""
"NYG D/ST","NYG","D/ST","BYE","","","","","","","","","","","","","","",""
"NYJ D/ST","NYJ","D/ST","BYE","","","","","","","","","","","","","","",""
"PHI D/ST","PHI","D/ST","@ KC","","","","","","","","","","","","","","","23.50"
"PIT D/ST","PIT","D/ST","BYE","","","","","","","","","","","","","","",""
"SEA D/ST","SEA","D/ST","BYE","","","","","","","","","","","","","","",""
"SF D/ST","SF","D/ST","BYE","","","","","","","","","","","","","","",""
"TB D/ST","TB","D/ST","BYE","","","","","","","","","","","","","","",""
"TEN D/ST","TEN","D/ST","BYE","","","","","","","","","","","","","","",""
"WAS D/ST","WAS","D/ST","BYE","","","","","","","","","","","","","","",""
